"Channel 452"	"Channel 523"	"Channel 594"	"Channel 676"	"X (pixel)"	"Y (pixel)"	"X (microns)"	"Y (microns)"	"X__1"
119	159	1682	0	264	734	28.8288	80.1528	NA
123	0	1372	197	265	733	28.938	80.0436	NA
134	0	1390	0	266	733	29.0472	80.0436	NA
127	181	1585	0	267	732	29.1564	79.9344	NA
127	189	1752	0	268	731	29.2656	79.8252	NA
131	173	819	0	269	731	29.3748	79.8252	NA
127	0	1034	0	270	730	29.484	79.716	NA
121	157	1166	0	271	729	29.5932	79.6068	NA
131	167	1798	0	272	728	29.7024	79.4976	NA
127	197	4196	0	273	728	29.8116	79.4976	NA
123	172	2579	0	274	727	29.9208	79.3884	NA
123	158	1647	0	275	726	30.03	79.2792	NA
134	0	1276	0	276	726	30.1392	79.2792	NA
125	0	737	0	277	725	30.2484	79.17	NA
119	156	580	194	278	724	30.3576	79.0608	NA
120	0	426	0	279	724	30.4668	79.0608	NA
0	0	313	0	280	723	30.576	78.9516	NA
125	0	874	0	281	722	30.6852	78.8424	NA
130	194	1627	0	282	722	30.7944	78.8424	NA
124	294	2683	0	283	721	30.9036	78.7332	NA
122	298	4443	299	284	720	31.0128	78.624	NA
130	248	16343	1535	285	719	31.122	78.5148	NA
129	365	24440	4352	286	719	31.2312	78.5148	NA
121	200	19400	2183	287	718	31.3404	78.4056	NA
126	0	14235	321	288	717	31.4496	78.2964	NA
122	0	11638	300	289	717	31.5588	78.2964	NA
132	0	5346	500	290	716	31.668	78.1872	NA
131	0	2761	486	291	715	31.7772	78.078	NA
127	0	1651	437	292	715	31.8864	78.078	NA
125	166	1405	0	293	714	31.9956	77.9688	NA
132	166	1437	0	294	713	32.1048	77.8596	NA
126	156	1305	0	295	712	32.214	77.7504	NA
134	0	1979	0	296	712	32.3232	77.7504	NA
126	0	581	0	297	711	32.4324	77.6412	NA
120	0	939	0	298	710	32.5416	77.532	NA
130	0	1326	467	299	710	32.6508	77.532	NA
126	207	6705	437	300	709	32.76	77.4228	NA
133	469	17756	338	301	708	32.8692	77.3136	NA
123	541	20323	339	302	708	32.9784	77.3136	NA
127	428	9422	262	303	707	33.0876	77.2044	NA
121	265	4478	340	304	706	33.1968	77.0952	NA
120	244	4554	313	305	706	33.306	77.0952	NA
119	185	4508	231	306	705	33.4152	76.986	NA
120	164	3188	0	307	704	33.5244	76.8768	NA
142	183	1662	0	308	703	33.6336	76.7676	NA
138	171	1259	0	309	703	33.7428	76.7676	NA
126	0	1912	0	310	702	33.852	76.6584	NA
118	0	2922	0	311	701	33.9612	76.5492	NA
122	0	2921	0	312	701	34.0704	76.5492	NA
121	0	2599	0	313	700	34.1796	76.44	NA
120	0	1997	0	314	699	34.2888	76.3308	NA
123	0	1051	0	315	699	34.398	76.3308	NA
119	166	939	235	316	698	34.5072	76.2216	NA
124	206	955	371	317	697	34.6164	76.1124	NA
121	218	1423	376	318	697	34.7256	76.1124	NA
125	221	2004	353	319	696	34.8348	76.0032	NA
120	223	10027	533	320	695	34.944	75.894	NA
126	211	16147	538	321	694	35.0532	75.7848	NA
123	176	7457	769	322	694	35.1624	75.7848	NA
121	167	2160	688	323	693	35.2716	75.6756	NA
120	0	1055	286	324	692	35.3808	75.5664	NA
119	0	966	238	325	692	35.49	75.5664	NA
119	0	3521	235	326	691	35.5992	75.4572	NA
124	0	5073	1078	327	690	35.7084	75.348	NA
125	0	2668	1903	328	690	35.8176	75.348	NA
124	188	2265	1792	329	689	35.9268	75.2388	NA
133	299	5440	401	330	688	36.036	75.1296	NA
122	346	16422	0	331	688	36.1452	75.1296	NA
120	318	16604	273	332	687	36.2544	75.0204	NA
128	156	11718	1361	333	686	36.3636	74.9112	NA
125	191	14341	2416	334	685	36.4728	74.802	NA
123	338	7718	900	335	685	36.582	74.802	NA
131	1196	2575	302	336	684	36.6912	74.6928	NA
132	3468	2199	265	337	683	36.8004	74.5836	NA
130	3959	5307	775	338	683	36.9096	74.5836	NA
140	1682	12583	0	339	682	37.0188	74.4744	NA
134	799	10819	0	340	681	37.128	74.3652	NA
129	379	5353	0	341	681	37.2372	74.3652	NA
119	216	1400	0	342	680	37.3464	74.256	NA
0	0	513	0	343	679	37.4556	74.1468	NA
119	0	446	0	344	679	37.5648	74.1468	NA
123	177	166	0	345	678	37.674	74.0376	NA
121	230	0	0	346	677	37.7832	73.9284	NA
131	167	0	0	347	676	37.8924	73.8192	NA
140	163	0	0	348	676	38.0016	73.8192	NA
140	0	646	0	349	675	38.1108	73.71	NA
126	0	2857	216	350	674	38.22	73.6008	NA
130	241	3003	261	351	674	38.3292	73.6008	NA
143	467	11105	370	352	673	38.4384	73.4916	NA
140	1143	13230	319	353	672	38.5476	73.3824	NA
142	2227	20183	277	354	672	38.6568	73.3824	NA
137	2714	18539	212	355	671	38.766	73.2732	NA
124	1412	10564	0	356	670	38.8752	73.164	NA
120	881	3434	0	357	669	38.9844	73.0548	NA
125	535	2203	0	358	669	39.0936	73.0548	NA
125	293	1420	0	359	668	39.2028	72.9456	NA
124	0	429	0	360	667	39.312	72.8364	NA
130	0	0	0	361	667	39.4212	72.8364	NA
132	164	0	0	362	666	39.5304	72.7272	NA
127	174	0	247	363	665	39.6396	72.618	NA
133	176	0	566	364	665	39.7488	72.618	NA
123	0	277	1325	365	664	39.858	72.5088	NA
124	0	345	982	366	663	39.9672	72.3996	NA
129	0	552	381	367	663	40.0764	72.3996	NA
132	0	971	0	368	662	40.1856	72.2904	NA
132	165	1442	1081	369	661	40.2948	72.1812	NA
125	241	2035	2444	370	660	40.404	72.072	NA
126	260	2835	3940	371	660	40.5132	72.072	NA
127	249	2677	947	372	659	40.6224	71.9628	NA
131	388	4173	384	373	658	40.7316	71.8536	NA
126	503	4359	322	374	658	40.8408	71.8536	NA
132	481	4725	367	375	657	40.95	71.7444	NA
148	299	5837	387	376	656	41.0592	71.6352	NA
155	239	7531	364	377	656	41.1684	71.6352	NA
151	194	2257	421	378	655	41.2776	71.526	NA
140	198	2477	542	379	654	41.3868	71.4168	NA
140	219	2885	642	380	654	41.496	71.4168	NA
148	290	3101	2643	381	653	41.6052	71.3076	NA
144	304	3443	3729	382	652	41.7144	71.1984	NA
121	355	3473	1425	383	651	41.8236	71.0892	NA
129	491	3903	485	384	651	41.9328	71.0892	NA
128	446	3164	0	385	650	42.042	70.98	NA
134	352	2093	0	386	649	42.1512	70.8708	NA
136	293	2189	0	387	649	42.2604	70.8708	NA
122	203	1051	0	388	648	42.3696	70.7616	NA
0	0	358	0	389	647	42.4788	70.6524	NA
0	0	604	0	390	647	42.588	70.6524	NA
131	0	577	0	391	646	42.6972	70.5432	NA
126	0	750	0	392	645	42.8064	70.434	NA
128	0	909	0	393	645	42.9156	70.434	NA
124	0	927	0	394	644	43.0248	70.3248	NA
0	0	782	0	395	643	43.134	70.2156	NA
119	171	994	287	396	642	43.2432	70.1064	NA
121	254	1321	668	397	642	43.3524	70.1064	NA
137	265	1535	278	398	641	43.4616	69.9972	NA
134	172	963	0	399	640	43.5708	69.888	NA
129	163	1019	0	400	640	43.68	69.888	NA
128	0	922	0	401	639	43.7892	69.7788	NA
138	169	1012	0	402	638	43.8984	69.6696	NA
131	206	1415	0	403	638	44.0076	69.6696	NA
131	250	1414	0	404	637	44.1168	69.5604	NA
130	270	1822	242	405	636	44.226	69.4512	NA
135	306	2213	276	406	636	44.3352	69.4512	NA
137	302	1750	523	407	635	44.4444	69.342	NA
139	237	939	650	408	634	44.5536	69.2328	NA
129	191	1878	323	409	633	44.6628	69.1236	NA
132	164	2110	217	410	633	44.772	69.1236	NA
127	0	1260	0	411	632	44.8812	69.0144	NA
131	0	422	0	412	631	44.9904	68.9052	NA
125	0	693	0	413	631	45.0996	68.9052	NA
126	0	449	0	414	630	45.2088	68.796	NA
131	0	399	0	415	629	45.318	68.6868	NA
132	0	837	0	416	629	45.4272	68.6868	NA
122	0	1754	0	417	628	45.5364	68.5776	NA
133	0	861	0	418	627	45.6456	68.4684	NA
127	0	421	0	419	626	45.7548	68.3592	NA
129	0	601	269	420	626	45.864	68.3592	NA
136	0	1456	454	421	625	45.9732	68.25	NA
126	0	6311	334	422	624	46.0824	68.1408	NA
128	0	7537	431	423	624	46.1916	68.1408	NA
130	0	3696	0	424	623	46.3008	68.0316	NA
124	0	764	0	425	622	46.41	67.9224	NA
123	0	500	0	426	622	46.5192	67.9224	NA
126	0	1238	0	427	621	46.6284	67.8132	NA
123	0	2009	0	428	620	46.7376	67.704	NA
121	0	3250	0	429	620	46.8468	67.704	NA
131	0	13920	0	430	619	46.956	67.5948	NA
128	0	18427	0	431	618	47.0652	67.4856	NA
123	207	13628	0	432	618	47.1744	67.4856	"join"
119	538	2380	269	433	617	47.2836	67.3764	NA
125	863	2907	433	434	616	47.3928	67.2672	NA
121	758	2608	567	435	616	47.502	67.2672	NA
139	1209	4198	565	436	615	47.6112	67.158	NA
128	677	4430	215	437	614	47.7204	67.0488	NA
123	386	1810	0	438	613	47.8296	66.9396	NA
126	302	1022	0	439	612	47.9388	66.8304	NA
127	291	749	0	440	612	48.048	66.8304	NA
123	548	523	345	441	611	48.1572	66.7212	NA
126	850	305	1003	442	610	48.2664	66.612	NA
129	1311	230	794	443	609	48.3756	66.5028	NA
127	536	268	193	444	608	48.4848	66.3936	NA
122	327	291	0	445	608	48.594	66.3936	NA
0	0	349	0	446	607	48.7032	66.2844	NA
123	0	943	0	447	606	48.8124	66.1752	NA
127	0	2395	0	448	605	48.9216	66.066	NA
127	0	1182	0	449	604	49.0308	65.9568	NA
123	217	690	329	450	603	49.14	65.8476	NA
130	191	428	748	451	603	49.2492	65.8476	NA
121	226	571	2288	452	602	49.3584	65.7384	NA
132	189	685	2010	453	601	49.4676	65.6292	NA
135	210	2718	347	454	600	49.5768	65.52	NA
129	328	5150	0	455	599	49.686	65.4108	NA
120	460	1664	0	456	599	49.7952	65.4108	NA
124	1124	2293	447	457	598	49.9044	65.3016	NA
127	2947	5591	851	458	597	50.0136	65.1924	NA
131	2364	4423	564	459	596	50.1228	65.0832	"join"
129	805	4353	840	460	596	50.232	65.0832	NA
133	448	3358	0	461	595	50.3412	64.974	NA
129	205	940	0	462	595	50.4504	64.974	NA
132	158	813	0	463	594	50.5596	64.8648	NA
130	176	731	0	464	594	50.6688	64.8648	NA
129	469	2070	0	465	593	50.778	64.7556	NA
128	1020	6450	331	466	593	50.8872	64.7556	NA
119	1722	5490	199	467	592	50.9964	64.6464	NA
0	1586	8302	203	468	592	51.1056	64.6464	NA
127	658	4060	0	469	591	51.2148	64.5372	NA
133	269	1008	0	470	590	51.324	64.428	NA
127	187	738	0	471	590	51.4332	64.428	NA
127	0	635	0	472	589	51.5424	64.3188	NA
128	184	1098	0	473	589	51.6516	64.3188	NA
124	0	2235	0	474	588	51.7608	64.2096	NA
141	0	2919	0	475	588	51.87	64.2096	NA
129	0	1097	0	476	587	51.9792	64.1004	NA
138	0	1087	0	477	587	52.0884	64.1004	NA
132	0	1422	0	478	586	52.1976	63.9912	NA
125	0	1808	0	479	586	52.3068	63.9912	NA
129	0	988	0	480	585	52.416	63.882	NA
132	0	250	0	481	584	52.5252	63.7728	NA
129	0	250	0	482	584	52.6344	63.7728	NA
135	0	385	0	483	583	52.7436	63.6636	NA
128	0	432	0	484	583	52.8528	63.6636	NA
128	0	593	0	485	582	52.962	63.5544	NA
129	0	1167	0	486	582	53.0712	63.5544	NA
126	0	3236	0	487	581	53.1804	63.4452	NA
126	0	6351	233	488	581	53.2896	63.4452	NA
126	0	3089	0	489	580	53.3988	63.336	NA
126	0	1421	196	490	580	53.508	63.336	NA
125	0	1704	277	491	579	53.6172	63.2268	NA
134	0	1793	376	492	579	53.7264	63.2268	NA
139	0	1525	1129	493	578	53.8356	63.1176	NA
125	0	1197	792	494	577	53.9448	63.0084	NA
126	172	1056	304	495	577	54.054	63.0084	NA
132	350	1751	0	496	576	54.1632	62.8992	NA
126	530	4839	0	497	576	54.2724	62.8992	NA
132	740	2865	0	498	575	54.3816	62.79	NA
131	790	1232	0	499	575	54.4908	62.79	NA
138	465	775	0	500	574	54.6	62.6808	NA
134	367	849	0	501	574	54.7092	62.6808	NA
129	438	1261	0	502	573	54.8184	62.5716	NA
128	485	2591	0	503	573	54.9276	62.5716	NA
134	199	926	0	504	572	55.0368	62.4624	NA
140	0	1966	204	505	571	55.146	62.3532	NA
133	0	1925	919	506	571	55.2552	62.3532	NA
125	0	2266	2842	507	570	55.3644	62.244	NA
128	0	1515	2977	508	570	55.4736	62.244	NA
131	0	2370	796	509	569	55.5828	62.1348	NA
123	168	8690	260	510	569	55.692	62.1348	NA
131	201	11313	260	511	568	55.8012	62.0256	NA
135	202	10770	275	512	568	55.9104	62.0256	NA
142	0	1198	322	513	567	56.0196	61.9164	NA
139	0	577	216	514	567	56.1288	61.9164	NA
137	165	707	0	515	566	56.238	61.8072	NA
133	166	778	0	516	565	56.3472	61.698	NA
137	252	795	0	517	565	56.4564	61.698	NA
143	503	1562	193	518	564	56.5656	61.5888	NA
133	741	5023	692	519	564	56.6748	61.5888	NA
135	818	9986	1020	520	563	56.784	61.4796	NA
127	828	16388	1816	521	563	56.8932	61.4796	NA
127	609	13869	529	522	562	57.0024	61.3704	NA
136	444	6831	397	523	562	57.1116	61.3704	NA
139	201	2830	0	524	561	57.2208	61.2612	NA
130	0	2027	0	525	561	57.33	61.2612	NA
123	0	1005	0	526	560	57.4392	61.152	NA
131	0	567	0	527	559	57.5484	61.0428	NA
131	0	525	0	528	559	57.6576	61.0428	NA
126	200	519	0	529	558	57.7668	60.9336	NA
125	298	597	0	530	558	57.876	60.9336	NA
124	928	876	0	531	557	57.9852	60.8244	NA
125	1181	2878	0	532	557	58.0944	60.8244	NA
126	665	833	0	533	556	58.2036	60.7152	NA
125	392	1107	0	534	556	58.3128	60.7152	NA
125	379	1208	0	535	555	58.422	60.606	NA
125	581	1793	355	536	555	58.5312	60.606	NA
129	809	2294	567	537	554	58.6404	60.4968	NA
126	301	6224	281	538	553	58.7496	60.3876	NA
133	329	4492	256	539	553	58.8588	60.3876	NA
129	462	3688	0	540	552	58.968	60.2784	NA
123	618	2871	0	541	552	59.0772	60.2784	NA
134	464	1731	0	542	551	59.1864	60.1692	NA
131	463	1396	0	543	551	59.2956	60.1692	NA
138	517	654	0	544	550	59.4048	60.06	NA
132	659	442	0	545	550	59.514	60.06	NA
133	1210	297	360	546	549	59.6232	59.9508	NA
131	858	195	967	547	549	59.7324	59.9508	NA
128	354	0	320	548	548	59.8416	59.8416	NA
130	177	0	0	549	547	59.9508	59.7324	NA
130	156	0	0	550	547	60.06	59.7324	NA
124	0	251	0	551	546	60.1692	59.6232	NA
126	0	361	0	552	546	60.2784	59.6232	NA
134	0	584	0	553	545	60.3876	59.514	NA
129	170	841	0	554	545	60.4968	59.514	NA
134	176	1278	0	555	544	60.606	59.4048	NA
134	211	4721	0	556	544	60.7152	59.4048	NA
142	175	2228	0	557	543	60.8244	59.2956	NA
134	191	2017	0	558	543	60.9336	59.2956	NA
136	181	2008	0	559	542	61.0428	59.1864	NA
130	194	2288	0	560	542	61.152	59.1864	NA
138	158	3556	0	561	541	61.2612	59.0772	NA
136	217	2609	0	562	540	61.3704	58.968	NA
129	394	2455	0	563	540	61.4796	58.968	NA
133	1148	2990	0	564	539	61.5888	58.8588	NA
132	2207	4070	0	565	539	61.698	58.8588	NA
137	2197	2996	0	566	538	61.8072	58.7496	NA
126	1118	1809	396	567	538	61.9164	58.7496	NA
133	882	1648	412	568	537	62.0256	58.6404	NA
140	1144	1146	513	569	537	62.1348	58.6404	NA
133	1532	403	0	570	536	62.244	58.5312	NA
127	1527	409	362	571	536	62.3532	58.5312	NA
127	557	332	206	572	535	62.4624	58.422	NA
139	312	440	0	573	534	62.5716	58.3128	NA
132	289	993	0	574	534	62.6808	58.3128	NA
135	506	1328	0	575	533	62.79	58.2036	NA
129	796	1253	0	576	533	62.8992	58.2036	NA
128	546	1385	0	577	532	63.0084	58.0944	NA
123	395	1836	0	578	532	63.1176	58.0944	NA
123	191	1883	0	579	531	63.2268	57.9852	NA
123	158	1337	0	580	531	63.336	57.9852	NA
124	0	792	0	581	530	63.4452	57.876	NA
126	0	966	0	582	530	63.5544	57.876	"join"
128	0	1149	0	583	530	63.6636	57.876	NA
121	0	544	0	584	530	63.7728	57.876	NA
118	0	281	0	585	530	63.882	57.876	NA
118	252	464	226	586	529	63.9912	57.7668	NA
121	452	595	0	587	529	64.1004	57.7668	NA
119	726	676	0	588	529	64.2096	57.7668	NA
119	1266	1607	196	589	529	64.3188	57.7668	NA
122	2078	3361	687	590	529	64.428	57.7668	NA
124	1693	5645	1416	591	529	64.5372	57.7668	NA
129	622	5350	1330	592	529	64.6464	57.7668	NA
122	249	3139	608	593	529	64.7556	57.7668	NA
124	0	2447	0	594	529	64.8648	57.7668	NA
122	0	2290	0	595	528	64.974	57.6576	NA
119	0	1840	0	596	528	65.0832	57.6576	NA
118	0	1251	0	597	528	65.1924	57.6576	NA
0	0	850	0	598	528	65.3016	57.6576	NA
123	0	479	0	599	528	65.4108	57.6576	NA
0	0	317	0	600	528	65.52	57.6576	NA
124	0	177	0	601	528	65.6292	57.6576	NA
124	0	0	0	602	528	65.7384	57.6576	NA
120	0	0	0	603	527	65.8476	57.5484	NA
121	0	0	0	604	527	65.9568	57.5484	NA
127	0	254	0	605	527	66.066	57.5484	NA
122	0	609	0	606	527	66.1752	57.5484	NA
125	0	1215	0	607	527	66.2844	57.5484	NA
126	0	1940	0	608	527	66.3936	57.5484	NA
125	0	2119	0	609	527	66.5028	57.5484	NA
121	0	1461	0	610	527	66.612	57.5484	NA
125	0	775	0	611	527	66.7212	57.5484	NA
118	0	492	0	612	526	66.8304	57.4392	NA
122	157	292	0	613	526	66.9396	57.4392	NA
124	229	0	440	614	526	67.0488	57.4392	NA
132	280	0	1155	615	526	67.158	57.4392	NA
130	232	0	1493	616	526	67.2672	57.4392	NA
122	0	0	1023	617	526	67.3764	57.4392	NA
120	0	0	369	618	526	67.4856	57.4392	NA
119	0	0	0	619	526	67.5948	57.4392	NA
122	0	0	0	620	526	67.704	57.4392	NA
126	0	0	0	621	525	67.8132	57.33	NA
121	0	0	0	622	525	67.9224	57.33	NA
0	0	0	0	623	525	68.0316	57.33	NA
119	0	0	0	624	525	68.1408	57.33	NA
126	0	0	0	625	525	68.25	57.33	NA
126	0	278	0	626	525	68.3592	57.33	NA
128	0	855	0	627	525	68.4684	57.33	NA
122	0	1042	0	628	525	68.5776	57.33	NA
118	0	1335	0	629	524	68.6868	57.2208	NA
122	0	499	0	630	524	68.796	57.2208	NA
122	0	626	0	631	524	68.9052	57.2208	NA
124	171	851	0	632	524	69.0144	57.2208	NA
130	271	2424	0	633	524	69.1236	57.2208	NA
138	303	5811	0	634	524	69.2328	57.2208	NA
129	244	5332	0	635	524	69.342	57.2208	NA
123	0	3061	0	636	524	69.4512	57.2208	NA
123	0	2417	0	637	524	69.5604	57.2208	NA
124	0	2239	0	638	523	69.6696	57.1116	NA
128	0	2472	0	639	523	69.7788	57.1116	NA
129	0	1732	0	640	523	69.888	57.1116	NA
125	163	1373	0	641	523	69.9972	57.1116	NA
122	185	1294	0	642	523	70.1064	57.1116	NA
123	271	1743	0	643	523	70.2156	57.1116	NA
118	429	3924	0	644	523	70.3248	57.1116	NA
123	402	4567	0	645	523	70.434	57.1116	NA
125	264	2289	0	646	523	70.5432	57.1116	NA
123	0	826	0	647	522	70.6524	57.0024	NA
121	0	467	0	648	522	70.7616	57.0024	NA
119	0	320	0	649	522	70.8708	57.0024	NA
124	0	216	0	650	522	70.98	57.0024	NA
130	0	478	0	651	522	71.0892	57.0024	NA
121	0	1018	0	652	522	71.1984	57.0024	NA
120	0	829	0	653	522	71.3076	57.0024	NA
118	0	403	0	654	522	71.4168	57.0024	NA
123	0	352	0	655	521	71.526	56.8932	NA
128	0	628	0	656	521	71.6352	56.8932	NA
122	0	740	0	657	521	71.7444	56.8932	NA
119	180	543	0	658	521	71.8536	56.8932	NA
120	212	432	0	659	521	71.9628	56.8932	NA
131	234	460	0	660	521	72.072	56.8932	NA
132	278	405	0	661	521	72.1812	56.8932	NA
138	373	321	0	662	521	72.2904	56.8932	NA
140	413	410	0	663	521	72.3996	56.8932	NA
140	244	537	0	664	520	72.5088	56.784	NA
139	203	1809	0	665	520	72.618	56.784	NA
132	0	2364	0	666	520	72.7272	56.784	NA
137	0	1155	0	667	520	72.8364	56.784	NA
139	0	355	0	668	520	72.9456	56.784	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	"gap"
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
136	0	1561	0	529	205	57.7668	22.386	NA
137	0	1708	0	529	206	57.7668	22.4952	NA
125	0	2187	0	528	207	57.6576	22.6044	NA
127	0	853	0	528	208	57.6576	22.7136	NA
122	0	524	0	527	209	57.5484	22.8228	NA
126	0	676	0	527	210	57.5484	22.932	NA
134	0	740	0	526	211	57.4392	23.0412	NA
124	0	635	0	526	212	57.4392	23.1504	NA
123	0	498	0	526	213	57.4392	23.2596	NA
0	0	370	0	525	214	57.33	23.3688	NA
121	0	396	0	525	215	57.33	23.478	NA
125	0	2824	195	524	216	57.2208	23.5872	NA
121	0	4196	234	524	217	57.2208	23.6964	NA
122	0	3901	0	523	218	57.1116	23.8056	NA
123	0	3125	0	523	219	57.1116	23.9148	NA
120	0	2048	0	523	220	57.1116	24.024	NA
128	0	1217	0	522	221	57.0024	24.1332	NA
125	0	2102	0	522	222	57.0024	24.2424	NA
121	0	1948	0	521	223	56.8932	24.3516	NA
0	0	1969	0	521	224	56.8932	24.4608	NA
123	0	3980	0	520	225	56.784	24.57	NA
124	0	5820	0	520	226	56.784	24.6792	NA
125	0	18727	0	519	227	56.6748	24.7884	NA
118	0	9629	0	519	228	56.6748	24.8976	NA
0	0	5744	0	519	229	56.6748	25.0068	NA
0	0	3701	0	518	230	56.5656	25.116	NA
137	0	2645	0	518	231	56.5656	25.2252	NA
131	0	1441	0	517	232	56.4564	25.3344	NA
119	0	1097	0	517	233	56.4564	25.4436	NA
120	0	543	0	516	234	56.3472	25.5528	NA
121	0	615	0	516	235	56.3472	25.662	NA
0	0	931	0	516	236	56.3472	25.7712	NA
127	0	1085	0	515	237	56.238	25.8804	NA
121	0	1696	0	515	238	56.238	25.9896	NA
123	0	2098	0	514	239	56.1288	26.0988	NA
124	0	2629	0	514	240	56.1288	26.208	NA
127	0	2576	0	513	241	56.0196	26.3172	NA
121	0	3225	0	513	242	56.0196	26.4264	NA
121	0	2491	0	513	243	56.0196	26.5356	NA
121	0	1312	0	512	244	55.9104	26.6448	NA
121	0	1041	0	512	245	55.9104	26.754	NA
119	0	629	0	511	246	55.8012	26.8632	NA
125	0	526	0	511	247	55.8012	26.9724	NA
131	0	946	0	510	248	55.692	27.0816	NA
128	0	982	0	510	249	55.692	27.1908	NA
0	0	977	0	510	250	55.692	27.3	NA
124	0	1718	201	509	251	55.5828	27.4092	NA
119	0	1779	293	509	252	55.5828	27.5184	NA
124	0	2151	325	508	253	55.4736	27.6276	NA
124	165	3658	885	508	254	55.4736	27.7368	NA
126	223	12081	1064	507	255	55.3644	27.846	NA
127	233	11966	1933	507	256	55.3644	27.9552	NA
124	185	5359	3079	507	257	55.3644	28.0644	NA
121	0	2584	1637	506	258	55.2552	28.1736	NA
0	0	1500	1319	506	259	55.2552	28.2828	NA
119	0	1049	237	505	260	55.146	28.392	NA
0	0	1119	238	505	261	55.146	28.5012	NA
122	0	720	0	504	262	55.0368	28.6104	NA
123	162	638	207	504	263	55.0368	28.7196	NA
120	0	490	0	503	264	54.9276	28.8288	NA
122	0	502	256	503	265	54.9276	28.938	NA
121	158	585	406	503	266	54.9276	29.0472	NA
121	160	2551	306	502	267	54.8184	29.1564	NA
124	164	2352	815	502	268	54.8184	29.2656	NA
119	214	2296	196	501	269	54.7092	29.3748	NA
0	277	1594	193	501	270	54.7092	29.484	NA
118	364	541	0	500	271	54.6	29.5932	NA
0	327	525	0	500	272	54.6	29.7024	NA
118	315	469	0	500	273	54.6	29.8116	NA
118	239	281	0	499	274	54.4908	29.9208	NA
124	210	223	0	499	275	54.4908	30.03	NA
120	0	189	0	498	276	54.3816	30.1392	NA
120	0	276	0	498	277	54.3816	30.2484	NA
0	0	401	0	497	278	54.2724	30.3576	NA
0	0	567	0	497	279	54.2724	30.4668	NA
0	0	802	0	497	280	54.2724	30.576	NA
120	0	1318	0	496	281	54.1632	30.6852	NA
121	0	1569	0	496	282	54.1632	30.7944	NA
125	0	2578	0	495	283	54.054	30.9036	NA
120	0	3066	0	495	284	54.054	31.0128	NA
120	0	9015	370	494	285	53.9448	31.122	NA
0	0	9293	389	494	286	53.9448	31.2312	NA
122	0	7556	204	494	287	53.9448	31.3404	NA
122	179	6706	195	493	288	53.8356	31.4496	NA
123	171	4263	0	493	289	53.8356	31.5588	NA
119	179	3532	0	492	290	53.7264	31.668	NA
132	159	1948	0	492	291	53.7264	31.7772	NA
126	0	1225	0	491	292	53.6172	31.8864	NA
124	0	677	0	491	293	53.6172	31.9956	NA
121	0	456	0	491	294	53.6172	32.1048	NA
120	0	551	0	490	295	53.508	32.214	NA
0	0	949	0	490	296	53.508	32.3232	NA
119	0	703	0	489	297	53.3988	32.4324	NA
120	0	658	0	489	298	53.3988	32.5416	NA
120	0	464	0	488	299	53.2896	32.6508	NA
0	0	439	0	488	300	53.2896	32.76	NA
121	0	348	194	487	301	53.1804	32.8692	NA
123	205	310	198	487	302	53.1804	32.9784	NA
125	248	232	196	487	303	53.1804	33.0876	NA
119	164	215	0	486	304	53.0712	33.1968	NA
118	159	193	0	486	305	53.0712	33.306	NA
120	0	203	0	485	306	52.962	33.4152	NA
126	0	211	0	485	307	52.962	33.5244	NA
123	0	187	0	484	308	52.8528	33.6336	NA
121	0	215	0	484	309	52.8528	33.7428	NA
124	0	273	0	484	310	52.8528	33.852	NA
124	0	200	0	483	311	52.7436	33.9612	NA
121	0	247	0	483	312	52.7436	34.0704	NA
0	0	272	0	482	313	52.6344	34.1796	NA
0	0	315	0	482	314	52.6344	34.2888	NA
0	0	245	0	481	315	52.5252	34.398	NA
121	0	232	0	481	316	52.5252	34.5072	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	"gap"
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
123	157	1252	0	438	452	47.8296	49.3584	NA
131	0	755	0	439	452	47.9388	49.3584	NA
121	0	529	0	440	451	48.048	49.2492	NA
120	0	542	0	441	451	48.1572	49.2492	NA
118	232	641	249	442	450	48.2664	49.14	NA
120	413	804	428	443	450	48.3756	49.14	NA
120	516	1319	485	444	450	48.4848	49.14	NA
127	659	3916	426	445	449	48.594	49.0308	NA
125	468	5338	195	446	449	48.7032	49.0308	NA
126	425	4573	0	447	448	48.8124	48.9216	NA
138	432	804	0	448	448	48.9216	48.9216	NA
139	542	659	0	449	447	49.0308	48.8124	NA
145	739	589	0	450	447	49.14	48.8124	NA
131	685	528	0	451	447	49.2492	48.8124	NA
124	520	2486	0	452	446	49.3584	48.7032	NA
139	417	1392	0	453	446	49.4676	48.7032	NA
119	251	536	0	454	445	49.5768	48.594	NA
121	230	512	0	455	445	49.686	48.594	NA
