"Channel 452"	"Channel 523"	"Channel 594"	"Channel 676"	"X (pixel)"	"Y (pixel)"	"X (microns)"	"Y (microns)"	"X__1"
123	0	165	0	802	366	87.5784	39.9672	NA
121	0	182	0	803	366	87.6876	39.9672	NA
121	0	697	0	804	365	87.7968	39.858	NA
131	0	1662	0	805	364	87.906	39.7488	NA
131	0	2960	0	806	364	88.0152	39.7488	NA
120	179	2842	0	807	363	88.1244	39.6396	NA
121	185	2314	0	808	362	88.2336	39.5304	NA
123	219	2624	0	809	362	88.3428	39.5304	NA
121	180	1340	0	810	361	88.452	39.4212	NA
124	184	1258	0	811	360	88.5612	39.312	NA
124	230	1382	0	812	360	88.6704	39.312	NA
126	210	938	232	813	359	88.7796	39.2028	NA
128	169	1482	206	814	358	88.8888	39.0936	NA
122	177	1974	203	815	358	88.998	39.0936	NA
130	155	706	0	816	357	89.1072	38.9844	NA
125	0	522	0	817	356	89.2164	38.8752	NA
124	0	475	0	818	356	89.3256	38.8752	NA
122	0	467	240	819	355	89.4348	38.766	NA
125	0	627	671	820	354	89.544	38.6568	NA
126	0	758	562	821	354	89.6532	38.6568	NA
124	0	1179	354	822	353	89.7624	38.5476	NA
120	0	1148	0	823	352	89.8716	38.4384	NA
0	0	1120	0	824	352	89.9808	38.4384	NA
119	0	1955	0	825	351	90.09	38.3292	NA
119	0	1716	0	826	350	90.1992	38.22	NA
120	0	1555	0	827	350	90.3084	38.22	NA
122	0	428	0	828	349	90.4176	38.1108	NA
121	0	309	0	829	348	90.5268	38.0016	NA
0	0	0	0	830	348	90.636	38.0016	NA
0	0	172	0	831	347	90.7452	37.8924	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	"gap"
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
127	0	409	435	751	594	82.0092	64.8648	NA
127	0	443	699	752	594	82.1184	64.8648	NA
122	0	408	617	753	594	82.2276	64.8648	NA
124	0	433	273	754	594	82.3368	64.8648	NA
122	0	347	0	755	594	82.446	64.8648	NA
123	0	236	0	756	594	82.5552	64.8648	NA
123	0	196	0	757	594	82.6644	64.8648	NA
125	0	183	194	758	594	82.7736	64.8648	NA
127	0	197	0	759	594	82.8828	64.8648	NA
129	0	215	0	760	594	82.992	64.8648	NA
128	0	206	0	761	594	83.1012	64.8648	NA
124	0	218	0	762	594	83.2104	64.8648	NA
120	0	313	0	763	594	83.3196	64.8648	NA
127	0	468	0	764	594	83.4288	64.8648	NA
126	0	829	0	765	594	83.538	64.8648	NA
123	0	1435	0	766	594	83.6472	64.8648	NA
127	155	2069	0	767	594	83.7564	64.8648	NA
119	157	2317	0	768	594	83.8656	64.8648	NA
119	208	2010	0	769	594	83.9748	64.8648	NA
121	219	3501	0	770	594	84.084	64.8648	NA
120	187	9258	0	771	594	84.1932	64.8648	NA
122	0	11670	0	772	594	84.3024	64.8648	NA
118	0	6926	0	773	594	84.4116	64.8648	NA
120	0	1732	0	774	594	84.5208	64.8648	NA
127	0	647	0	775	594	84.63	64.8648	NA
122	0	418	0	776	594	84.7392	64.8648	NA
0	0	258	0	777	594	84.8484	64.8648	NA
0	166	198	0	778	594	84.9576	64.8648	NA
126	200	281	0	779	594	85.0668	64.8648	NA
121	226	674	0	780	594	85.176	64.8648	NA
123	190	1835	0	781	594	85.2852	64.8648	NA
126	0	2900	232	782	594	85.3944	64.8648	NA
125	0	2773	263	783	594	85.5036	64.8648	NA
127	0	1408	221	784	594	85.6128	64.8648	NA
128	0	531	0	785	594	85.722	64.8648	NA
125	0	194	306	786	594	85.8312	64.8648	NA
124	0	0	674	787	594	85.9404	64.8648	NA
0	0	0	869	788	594	86.0496	64.8648	NA
123	0	0	625	789	594	86.1588	64.8648	NA
122	0	0	359	790	594	86.268	64.8648	NA
120	161	0	0	791	594	86.3772	64.8648	NA
122	0	160	0	792	594	86.4864	64.8648	NA
128	0	244	0	793	594	86.5956	64.8648	NA
131	0	382	0	794	594	86.7048	64.8648	NA
123	0	588	0	795	594	86.814	64.8648	NA
125	0	740	0	796	594	86.9232	64.8648	NA
125	0	922	0	797	594	87.0324	64.8648	NA
121	0	1669	359	798	594	87.1416	64.8648	NA
124	182	3366	414	799	594	87.2508	64.8648	NA
126	243	6783	322	800	594	87.36	64.8648	NA
137	268	8157	383	801	594	87.4692	64.8648	NA
126	294	6506	790	802	594	87.5784	64.8648	NA
123	326	5232	1157	803	594	87.6876	64.8648	NA
118	255	3905	926	804	594	87.7968	64.8648	NA
0	179	2227	365	805	594	87.906	64.8648	NA
120	171	1305	239	806	594	88.0152	64.8648	NA
121	184	855	0	807	594	88.1244	64.8648	NA
122	194	571	0	808	594	88.2336	64.8648	NA
0	241	366	0	809	594	88.3428	64.8648	NA
122	244	405	0	810	594	88.452	64.8648	NA
121	173	485	0	811	594	88.5612	64.8648	NA
125	0	376	0	812	594	88.6704	64.8648	NA
119	0	278	0	813	594	88.7796	64.8648	NA
0	0	225	0	814	594	88.8888	64.8648	NA
119	0	223	0	815	594	88.998	64.8648	NA
123	0	244	0	816	594	89.1072	64.8648	NA
127	181	270	0	817	594	89.2164	64.8648	NA
127	286	280	0	818	594	89.3256	64.8648	NA
126	494	412	0	819	594	89.4348	64.8648	NA
135	571	323	0	820	594	89.544	64.8648	NA
145	700	167	0	821	594	89.6532	64.8648	NA
136	695	175	0	822	594	89.7624	64.8648	NA
134	457	183	0	823	594	89.8716	64.8648	NA
141	248	383	0	824	594	89.9808	64.8648	NA
127	161	577	0	825	594	90.09	64.8648	NA
120	0	589	0	826	594	90.1992	64.8648	NA
126	0	324	0	827	594	90.3084	64.8648	NA
129	0	291	0	828	594	90.4176	64.8648	NA
129	0	244	194	829	593	90.5268	64.7556	NA
133	0	161	258	830	593	90.636	64.7556	NA
135	0	0	248	831	593	90.7452	64.7556	NA
129	0	0	0	832	593	90.8544	64.7556	NA
129	164	0	0	833	593	90.9636	64.7556	NA
133	184	0	0	834	593	91.0728	64.7556	NA
132	233	0	0	835	593	91.182	64.7556	NA
126	275	0	272	836	593	91.2912	64.7556	NA
125	349	158	281	837	593	91.4004	64.7556	NA
125	721	254	212	838	593	91.5096	64.7556	NA
128	802	495	0	839	593	91.6188	64.7556	NA
131	483	492	0	840	593	91.728	64.7556	NA
124	188	334	0	841	593	91.8372	64.7556	NA
122	0	282	0	842	593	91.9464	64.7556	NA
121	0	256	0	843	593	92.0556	64.7556	NA
123	0	523	0	844	593	92.1648	64.7556	NA
127	0	865	0	845	593	92.274	64.7556	NA
121	0	714	0	846	593	92.3832	64.7556	NA
123	0	380	0	847	593	92.4924	64.7556	NA
128	0	159	0	848	593	92.6016	64.7556	NA
130	0	0	0	849	593	92.7108	64.7556	NA
120	0	0	0	850	593	92.82	64.7556	NA
120	0	0	0	851	593	92.9292	64.7556	NA
127	0	0	0	852	593	93.0384	64.7556	NA
129	0	239	0	853	593	93.1476	64.7556	NA
125	0	376	0	854	593	93.2568	64.7556	NA
123	0	656	0	855	593	93.366	64.7556	NA
0	0	1013	0	856	593	93.4752	64.7556	NA
0	243	1591	406	857	593	93.5844	64.7556	NA
126	341	2250	1173	858	593	93.6936	64.7556	NA
144	434	3505	2154	859	593	93.8028	64.7556	NA
163	635	6982	2086	860	593	93.912	64.7556	NA
171	895	9256	1101	861	593	94.0212	64.7556	NA
164	948	9126	592	862	593	94.1304	64.7556	NA
160	954	7032	1196	863	593	94.2396	64.7556	NA
150	865	5450	2479	864	593	94.3488	64.7556	NA
132	737	4335	3396	865	593	94.458	64.7556	NA
126	505	3966	3552	866	593	94.5672	64.7556	NA
123	304	4268	2961	867	593	94.6764	64.7556	NA
120	187	3223	1933	868	593	94.7856	64.7556	NA
122	0	1427	776	869	593	94.8948	64.7556	NA
120	0	606	0	870	593	95.004	64.7556	NA
122	0	302	0	871	593	95.1132	64.7556	NA
121	0	0	0	872	593	95.2224	64.7556	NA
122	0	0	0	873	593	95.3316	64.7556	NA
132	0	0	0	874	593	95.4408	64.7556	NA
127	0	257	0	875	593	95.55	64.7556	NA
119	0	746	0	876	593	95.6592	64.7556	NA
126	0	1220	0	877	593	95.7684	64.7556	NA
131	0	1033	0	878	593	95.8776	64.7556	NA
124	0	718	0	879	593	95.9868	64.7556	NA
122	0	620	324	880	593	96.096	64.7556	NA
118	0	534	1012	881	593	96.2052	64.7556	NA
121	0	542	1397	882	593	96.3144	64.7556	NA
128	0	550	860	883	593	96.4236	64.7556	NA
123	0	367	320	884	593	96.5328	64.7556	NA
125	0	224	0	885	593	96.642	64.7556	NA
121	0	165	0	886	593	96.7512	64.7556	NA
125	0	0	0	887	593	96.8604	64.7556	NA
127	0	186	0	888	593	96.9696	64.7556	NA
126	0	245	0	889	593	97.0788	64.7556	NA
124	0	279	0	890	593	97.188	64.7556	NA
124	0	324	0	891	593	97.2972	64.7556	NA
129	0	358	0	892	593	97.4064	64.7556	NA
122	0	278	0	893	593	97.5156	64.7556	NA
122	0	753	0	894	593	97.6248	64.7556	NA
123	0	951	0	895	593	97.734	64.7556	NA
122	0	538	0	896	593	97.8432	64.7556	NA
124	0	475	0	897	593	97.9524	64.7556	NA
126	0	569	0	898	593	98.0616	64.7556	NA
123	0	472	0	899	593	98.1708	64.7556	NA
126	0	278	0	900	593	98.28	64.7556	NA
121	0	0	0	901	593	98.3892	64.7556	NA
122	0	0	0	902	593	98.4984	64.7556	NA
124	0	0	0	903	593	98.6076	64.7556	NA
122	0	0	0	904	593	98.7168	64.7556	NA
121	0	0	0	905	593	98.826	64.7556	NA
123	0	0	0	906	593	98.9352	64.7556	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	"gap"
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
0	0	508	0	818	590	89.3256	64.428	NA
124	0	802	0	818	589	89.3256	64.3188	NA
123	0	1355	0	818	588	89.3256	64.2096	NA
123	0	1377	211	817	587	89.2164	64.1004	NA
121	155	1374	301	817	586	89.2164	63.9912	NA
124	198	777	378	817	585	89.2164	63.882	NA
120	290	481	307	817	584	89.2164	63.7728	NA
119	295	195	0	817	583	89.2164	63.6636	NA
127	237	0	0	816	582	89.1072	63.5544	NA
125	184	0	0	816	581	89.1072	63.4452	NA
128	156	297	0	816	580	89.1072	63.336	NA
125	160	552	0	816	579	89.1072	63.2268	NA
123	183	619	0	816	578	89.1072	63.1176	NA
127	178	455	0	815	577	88.998	63.0084	NA
125	175	561	0	815	576	88.998	62.8992	NA
122	155	1237	0	815	575	88.998	62.79	NA
120	0	1422	0	815	574	88.998	62.6808	NA
124	157	1171	290	815	573	88.998	62.5716	NA
125	0	1242	698	815	572	88.998	62.4624	NA
120	156	2002	1062	814	571	88.8888	62.3532	NA
121	171	1675	924	814	570	88.8888	62.244	NA
126	176	1871	396	814	569	88.8888	62.1348	NA
125	0	1221	0	814	568	88.8888	62.0256	NA
130	0	943	0	814	567	88.8888	61.9164	NA
131	0	1365	0	813	566	88.7796	61.8072	NA
125	0	1099	0	813	565	88.7796	61.698	NA
122	0	1255	0	813	564	88.7796	61.5888	NA
121	155	1286	0	813	563	88.7796	61.4796	NA
0	157	667	0	813	562	88.7796	61.3704	NA
122	183	834	0	812	561	88.6704	61.2612	NA
128	159	704	0	812	560	88.6704	61.152	NA
120	0	596	0	812	559	88.6704	61.0428	NA
0	0	622	0	812	558	88.6704	60.9336	NA
121	0	668	0	812	557	88.6704	60.8244	NA
129	0	1368	0	811	556	88.5612	60.7152	NA
121	0	1373	0	811	555	88.5612	60.606	NA
119	163	1007	0	811	554	88.5612	60.4968	NA
124	156	1030	0	811	553	88.5612	60.3876	NA
127	0	806	0	811	552	88.5612	60.2784	NA
131	0	3345	0	810	551	88.452	60.1692	NA
124	158	2231	0	810	550	88.452	60.06	NA
123	181	927	0	810	549	88.452	59.9508	NA
124	166	657	0	810	548	88.452	59.8416	NA
128	0	359	0	810	547	88.452	59.7324	NA
125	0	200	0	810	546	88.452	59.6232	NA
127	0	207	0	809	545	88.3428	59.514	NA
122	0	206	0	809	544	88.3428	59.4048	NA
122	0	0	0	809	543	88.3428	59.2956	NA
125	0	0	0	809	542	88.3428	59.1864	NA
123	0	0	0	809	541	88.3428	59.0772	NA
126	0	0	0	808	540	88.2336	58.968	NA
120	0	0	0	808	539	88.2336	58.8588	NA
124	0	242	0	808	538	88.2336	58.7496	NA
133	0	348	0	808	537	88.2336	58.6404	NA
129	0	418	0	808	536	88.2336	58.5312	NA
127	0	1750	0	807	535	88.1244	58.422	NA
125	0	2411	0	807	534	88.1244	58.3128	NA
124	0	4054	0	807	533	88.1244	58.2036	NA
121	0	5163	0	807	532	88.1244	58.0944	NA
122	0	2342	0	807	531	88.1244	57.9852	NA
122	0	1925	0	806	530	88.0152	57.876	NA
119	0	1065	0	806	529	88.0152	57.7668	NA
121	0	573	0	806	528	88.0152	57.6576	NA
123	0	483	0	806	527	88.0152	57.5484	NA
122	0	244	0	806	526	88.0152	57.4392	NA
123	0	0	0	805	525	87.906	57.33	NA
135	0	0	0	805	524	87.906	57.2208	NA
127	0	243	0	805	523	87.906	57.1116	NA
130	0	707	0	805	522	87.906	57.0024	NA
123	0	1445	0	805	521	87.906	56.8932	NA
121	0	1874	0	805	520	87.906	56.784	NA
122	170	2169	223	804	519	87.7968	56.6748	NA
126	210	3161	386	804	518	87.7968	56.5656	NA
126	253	4603	942	804	517	87.7968	56.4564	NA
129	346	9314	1101	804	516	87.7968	56.3472	NA
134	337	10454	608	804	515	87.7968	56.238	NA
138	323	3244	304	803	514	87.6876	56.1288	NA
136	249	2705	376	803	513	87.6876	56.0196	NA
128	191	1529	765	803	512	87.6876	55.9104	NA
125	168	1018	1702	803	511	87.6876	55.8012	NA
121	0	643	1728	803	510	87.6876	55.692	NA
125	0	307	1019	802	509	87.5784	55.5828	NA
130	0	186	260	802	508	87.5784	55.4736	NA
131	0	0	0	802	507	87.5784	55.3644	NA
121	0	210	0	802	506	87.5784	55.2552	"join"
121	0	361	0	802	505	87.5784	55.146	NA
127	0	490	0	802	504	87.5784	55.0368	NA
132	0	1084	0	802	503	87.5784	54.9276	NA
131	0	1400	0	802	502	87.5784	54.8184	NA
122	0	697	0	802	501	87.5784	54.7092	NA
120	0	248	0	802	500	87.5784	54.6	NA
124	0	174	297	801	499	87.4692	54.4908	NA
123	0	173	294	801	498	87.4692	54.3816	NA
121	0	175	0	801	497	87.4692	54.2724	NA
122	0	250	0	801	496	87.4692	54.1632	NA
123	0	423	0	801	495	87.4692	54.054	NA
126	0	537	0	801	494	87.4692	53.9448	NA
125	0	734	0	801	493	87.4692	53.8356	NA
122	160	918	0	801	492	87.4692	53.7264	NA
118	0	884	0	801	491	87.4692	53.6172	NA
0	0	785	0	801	490	87.4692	53.508	NA
0	0	840	0	801	489	87.4692	53.3988	NA
118	0	1469	0	801	488	87.4692	53.2896	NA
126	0	1743	0	801	487	87.4692	53.1804	NA
123	0	954	0	801	486	87.4692	53.0712	NA
126	0	535	0	801	485	87.4692	52.962	NA
122	0	396	0	800	484	87.36	52.8528	NA
123	0	285	0	800	483	87.36	52.7436	NA
127	0	203	0	800	482	87.36	52.6344	NA
125	0	0	0	800	481	87.36	52.5252	NA
122	0	172	0	800	480	87.36	52.416	NA
121	0	187	0	800	479	87.36	52.3068	NA
132	182	154	0	800	478	87.36	52.1976	NA
126	222	170	0	800	477	87.36	52.0884	NA
124	217	0	0	800	476	87.36	51.9792	NA
124	157	0	0	800	475	87.36	51.87	NA
120	0	0	0	800	474	87.36	51.7608	NA
0	0	202	0	800	473	87.36	51.6516	NA
119	0	172	0	800	472	87.36	51.5424	NA
120	0	567	0	800	471	87.36	51.4332	NA
128	0	1245	0	800	470	87.36	51.324	NA
122	0	1812	0	799	469	87.2508	51.2148	NA
126	229	1968	0	799	468	87.2508	51.1056	NA
131	318	2378	0	799	467	87.2508	50.9964	NA
126	338	2762	0	799	466	87.2508	50.8872	NA
125	506	3217	0	799	465	87.2508	50.778	NA
135	686	3800	0	799	464	87.2508	50.6688	NA
135	716	3219	0	799	463	87.2508	50.5596	NA
125	568	2290	268	799	462	87.2508	50.4504	NA
122	318	1334	616	799	461	87.2508	50.3412	NA
119	229	921	635	799	460	87.2508	50.232	NA
118	173	666	259	799	459	87.2508	50.1228	NA
0	161	431	0	799	458	87.2508	50.0136	NA
118	0	260	0	799	457	87.2508	49.9044	NA
123	0	0	0	799	456	87.2508	49.7952	NA
0	0	0	352	799	455	87.2508	49.686	NA
120	0	0	0	798	454	87.1416	49.5768	NA
124	169	357	0	798	453	87.1416	49.4676	NA
133	0	862	0	798	452	87.1416	49.3584	NA
125	0	1498	0	798	451	87.1416	49.2492	NA
120	0	1730	0	798	450	87.1416	49.14	NA
122	156	2095	274	798	449	87.1416	49.0308	NA
125	175	2794	638	798	448	87.1416	48.9216	NA
130	218	4667	890	798	447	87.1416	48.8124	NA
135	309	8075	1029	798	446	87.1416	48.7032	NA
131	318	8047	1305	798	445	87.1416	48.594	NA
125	326	5627	1253	798	444	87.1416	48.4848	NA
133	352	4127	661	798	443	87.1416	48.3756	NA
128	502	2974	203	798	442	87.1416	48.2664	NA
134	414	2673	0	798	441	87.1416	48.1572	NA
148	355	2557	0	798	440	87.1416	48.048	NA
135	254	1315	0	797	439	87.0324	47.9388	NA
126	209	1179	0	797	438	87.0324	47.8296	NA
134	0	1028	0	797	437	87.0324	47.7204	NA
123	0	791	0	797	436	87.0324	47.6112	NA
124	0	582	0	797	435	87.0324	47.502	NA
120	0	403	0	797	434	87.0324	47.3928	"join"
124	0	1472	0	798	433	87.1416	47.2836	NA
118	0	2087	0	798	432	87.1416	47.1744	NA
123	0	994	0	798	431	87.1416	47.0652	NA
124	0	0	0	799	430	87.2508	46.956	NA
126	0	288	0	799	429	87.2508	46.8468	NA
120	0	399	0	800	428	87.36	46.7376	NA
123	0	715	0	800	427	87.36	46.6284	NA
122	0	895	0	800	426	87.36	46.5192	NA
120	0	544	0	801	425	87.4692	46.41	NA
123	170	684	0	801	424	87.4692	46.3008	NA
123	232	834	0	801	423	87.4692	46.1916	NA
122	0	531	0	802	422	87.5784	46.0824	NA
128	231	443	0	802	421	87.5784	45.9732	NA
123	0	221	0	803	420	87.6876	45.864	NA
127	0	0	0	803	419	87.6876	45.7548	NA
122	0	0	0	803	418	87.6876	45.6456	NA
118	0	0	269	804	417	87.7968	45.5364	NA
124	0	0	395	804	416	87.7968	45.4272	NA
121	0	0	915	804	415	87.7968	45.318	NA
125	165	0	1486	805	414	87.906	45.2088	NA
133	177	178	1515	805	413	87.906	45.0996	NA
138	187	242	892	805	412	87.906	44.9904	NA
127	214	554	546	806	411	88.0152	44.8812	NA
121	181	560	219	806	410	88.0152	44.772	NA
120	0	1097	195	807	409	88.1244	44.6628	NA
121	0	1560	0	807	408	88.1244	44.5536	NA
124	0	1848	0	807	407	88.1244	44.4444	NA
123	0	4170	0	808	406	88.2336	44.3352	NA
118	0	8150	209	808	405	88.2336	44.226	NA
126	0	11219	232	808	404	88.2336	44.1168	NA
121	0	8566	200	809	403	88.3428	44.0076	NA
126	0	3172	0	809	402	88.3428	43.8984	NA
131	0	783	0	810	401	88.452	43.7892	NA
126	0	828	0	810	400	88.452	43.68	NA
126	0	917	0	810	399	88.452	43.5708	NA
122	156	1019	0	811	398	88.5612	43.4616	NA
121	172	1122	0	811	397	88.5612	43.3524	NA
119	192	1494	0	811	396	88.5612	43.2432	NA
125	301	6835	0	812	395	88.6704	43.134	NA
123	246	4940	0	812	394	88.6704	43.0248	NA
124	169	3692	0	812	393	88.6704	42.9156	NA
127	0	3945	0	813	392	88.7796	42.8064	NA
119	0	2283	0	813	391	88.7796	42.6972	NA
126	0	1594	0	814	390	88.8888	42.588	NA
119	0	991	0	814	389	88.8888	42.4788	NA
0	0	577	0	814	388	88.8888	42.3696	NA
0	176	500	300	815	387	88.998	42.2604	NA
119	197	340	260	815	386	88.998	42.1512	NA
128	235	302	0	815	385	88.998	42.042	NA
126	193	290	0	816	384	89.1072	41.9328	NA
132	172	330	0	816	383	89.1072	41.8236	NA
126	163	357	0	816	382	89.1072	41.7144	NA
122	0	317	0	817	381	89.2164	41.6052	NA
124	0	369	0	817	380	89.2164	41.496	NA
119	0	454	0	818	379	89.3256	41.3868	NA
119	0	404	0	818	378	89.3256	41.2776	NA
120	0	329	0	818	377	89.3256	41.1684	NA
121	0	902	0	819	376	89.4348	41.0592	NA
122	0	1409	0	819	375	89.4348	40.95	NA
122	0	917	0	819	374	89.4348	40.8408	NA
127	0	650	0	820	373	89.544	40.7316	NA
128	0	330	0	820	372	89.544	40.6224	NA
128	0	341	0	821	371	89.6532	40.5132	NA
127	0	418	0	821	370	89.6532	40.404	NA
121	0	411	0	821	369	89.6532	40.2948	NA
124	0	322	0	822	368	89.7624	40.1856	NA
123	0	453	0	822	367	89.7624	40.0764	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	"gap"
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
121	0	311	0	831	667	90.7452	72.8364	NA
125	0	543	0	832	666	90.8544	72.7272	NA
124	0	1396	0	833	665	90.9636	72.618	NA
124	0	4516	0	834	664	91.0728	72.5088	NA
132	0	10284	0	835	663	91.182	72.3996	NA
128	0	7012	0	835	662	91.182	72.2904	NA
129	163	6793	0	836	661	91.2912	72.1812	NA
124	165	3875	237	837	660	91.4004	72.072	NA
126	0	1708	375	838	659	91.5096	71.9628	NA
124	0	579	274	839	658	91.6188	71.8536	NA
123	167	221	0	840	657	91.728	71.7444	NA
124	175	0	0	841	656	91.8372	71.6352	NA
123	0	0	0	842	655	91.9464	71.526	NA
122	0	0	244	843	654	92.0556	71.4168	NA
122	0	0	231	843	653	92.0556	71.3076	NA
121	0	0	281	844	652	92.1648	71.1984	NA
135	0	0	0	845	651	92.274	71.0892	NA
121	0	433	0	846	650	92.3832	70.98	NA
129	0	1259	0	847	649	92.4924	70.8708	NA
132	178	3608	424	848	648	92.6016	70.7616	NA
148	237	5675	463	849	647	92.7108	70.6524	NA
154	270	4639	510	850	646	92.82	70.5432	NA
134	180	2959	375	851	645	92.9292	70.434	NA
121	162	3537	502	851	644	92.9292	70.3248	NA
119	0	3409	0	852	643	93.0384	70.2156	NA
125	157	4653	0	853	642	93.1476	70.1064	NA
121	215	5660	0	854	641	93.2568	69.9972	NA
0	310	3450	0	855	640	93.366	69.888	NA
124	317	2577	0	856	639	93.4752	69.7788	NA
125	164	1791	0	857	638	93.5844	69.6696	NA
123	0	1975	0	858	637	93.6936	69.5604	NA
135	0	1990	392	859	636	93.8028	69.4512	NA
122	175	2044	507	859	635	93.8028	69.342	NA
120	191	2858	848	860	634	93.912	69.2328	NA
123	217	4250	564	861	633	94.0212	69.1236	NA
123	161	1238	214	862	632	94.1304	69.0144	NA
122	163	563	0	863	631	94.2396	68.9052	NA
134	0	428	0	864	630	94.3488	68.796	NA
131	0	449	0	865	629	94.458	68.6868	NA
127	0	953	0	866	628	94.5672	68.5776	NA
122	0	2684	0	867	627	94.6764	68.4684	NA
0	168	4217	0	867	626	94.6764	68.3592	NA
126	180	1476	0	868	625	94.7856	68.25	NA
126	0	463	0	869	624	94.8948	68.1408	NA
123	0	579	0	870	623	95.004	68.0316	NA
118	0	1092	423	871	622	95.1132	67.9224	NA
123	177	2827	1238	872	621	95.2224	67.8132	NA
138	350	7622	1403	873	620	95.3316	67.704	NA
150	707	7246	494	874	619	95.4408	67.5948	NA
155	797	1218	0	875	618	95.55	67.4856	NA
151	485	1081	0	875	617	95.55	67.3764	NA
133	297	538	0	875	616	95.55	67.2672	"join"
136	198	168	0	876	615	95.6592	67.158	NA
138	183	0	0	877	615	95.7684	67.158	NA
133	177	0	0	878	615	95.8776	67.158	NA
135	0	0	0	879	614	95.9868	67.0488	NA
135	0	0	0	880	614	96.096	67.0488	NA
142	0	0	0	881	614	96.2052	67.0488	NA
133	0	248	0	882	613	96.3144	66.9396	NA
129	0	404	0	883	613	96.4236	66.9396	NA
127	0	756	194	884	612	96.5328	66.8304	NA
122	0	848	0	885	612	96.642	66.8304	NA
125	0	767	0	886	612	96.7512	66.8304	NA
122	0	739	0	887	611	96.8604	66.7212	NA
129	0	346	0	888	611	96.9696	66.7212	NA
133	0	168	0	889	611	97.0788	66.7212	NA
123	0	0	311	890	610	97.188	66.612	NA
124	0	185	304	891	610	97.2972	66.612	NA
121	0	242	243	892	610	97.4064	66.612	NA
122	0	209	0	893	609	97.5156	66.5028	NA
129	160	156	0	894	609	97.6248	66.5028	NA
126	166	0	0	895	609	97.734	66.5028	NA
128	218	0	0	896	608	97.8432	66.3936	NA
124	374	289	210	897	608	97.9524	66.3936	NA
124	453	457	443	898	608	98.0616	66.3936	NA
123	210	785	267	899	607	98.1708	66.2844	NA
119	212	907	257	900	607	98.28	66.2844	NA
0	340	1280	0	901	606	98.3892	66.1752	NA
119	444	809	0	902	606	98.4984	66.1752	NA
123	599	1557	0	903	606	98.6076	66.1752	NA
125	724	2213	0	904	606	98.7168	66.1752	"join"
120	660	1430	298	905	606	98.826	66.1752	NA
118	306	546	578	906	606	98.9352	66.1752	NA
121	178	201	717	907	606	99.0444	66.1752	NA
123	0	250	544	908	606	99.1536	66.1752	NA
123	0	360	268	909	606	99.2628	66.1752	NA
125	0	444	0	910	606	99.372	66.1752	NA
126	0	1337	0	911	606	99.4812	66.1752	NA
120	0	3007	0	912	606	99.5904	66.1752	NA
118	0	2841	0	913	606	99.6996	66.1752	NA
126	0	1300	0	914	606	99.8088	66.1752	NA
123	0	618	209	915	606	99.918	66.1752	NA
128	0	450	0	916	607	100.0272	66.2844	NA
123	0	980	0	917	607	100.1364	66.2844	NA
120	155	1928	0	918	607	100.2456	66.2844	NA
0	159	5500	0	919	607	100.3548	66.2844	NA
123	162	10682	0	920	607	100.464	66.2844	NA
120	0	10333	0	921	607	100.5732	66.2844	NA
0	0	5101	0	922	607	100.6824	66.2844	NA
118	0	1239	0	923	607	100.7916	66.2844	NA
0	0	512	0	924	607	100.9008	66.2844	NA
0	0	193	0	925	607	101.01	66.2844	NA
0	0	0	0	926	607	101.1192	66.2844	NA
118	0	0	0	927	607	101.2284	66.2844	NA
120	250	0	0	928	607	101.3376	66.2844	NA
0	301	0	0	929	607	101.4468	66.2844	NA
0	539	181	0	930	607	101.556	66.2844	NA
119	925	375	0	931	607	101.6652	66.2844	NA
120	732	528	0	932	607	101.7744	66.2844	NA
121	315	465	0	933	607	101.8836	66.2844	NA
120	0	329	0	934	607	101.9928	66.2844	NA
119	0	214	0	935	607	102.102	66.2844	NA
0	0	332	0	936	607	102.2112	66.2844	NA
0	0	673	0	937	607	102.3204	66.2844	NA
127	0	974	0	938	607	102.4296	66.2844	NA
125	0	1435	0	939	607	102.5388	66.2844	NA
133	175	2824	0	940	608	102.648	66.3936	NA
126	223	5159	0	941	608	102.7572	66.3936	NA
137	223	8586	319	942	608	102.8664	66.3936	NA
128	243	18474	725	943	608	102.9756	66.3936	NA
134	235	24407	2075	944	608	103.0848	66.3936	NA
132	213	17921	5098	945	608	103.194	66.3936	NA
